AIRLINE,FL_DATE,ARR_DELAY,FL_NUMBER,ORIGIN_CITY,CANCELLED,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
SkyWest Airlines Inc.,2023-06-21,-31.0,4904,"Columbia, MO",0.0,19.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-06-21,-24.0,5064,"Savannah, GA",0.0,0.0,0.0,18.0,0.0,0.0
Southwest Airlines Co.,2023-06-22,-10.0,1359,"Nashville, TN",0.0,0.0,0.0,51.0,0.0,0.0
Southwest Airlines Co.,2023-06-22,0.0,1522,"St. Louis, MO",0.0,0.0,0.0,26.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-22,2.0,5436,"Fort Wayne, IN",0.0,0.0,147.0,0.0,0.0,0.0
Spirit Air Lines,2023-06-22,-12.0,424,"Salt Lake City, UT",0.0,64.0,0.0,0.0,0.0,0.0
Allegiant Air,2023-06-22,-9.0,3053,"Knoxville, TN",0.0,3.0,0.0,0.0,0.0,34.0
Alaska Airlines Inc.,2023-06-22,7.0,924,"Bend/Redmond, OR",0.0,14.0,0.0,1.0,0.0,0.0
United Air Lines Inc.,2023-06-23,114.0,2300,"West Palm Beach/Palm Beach, FL",0.0,0.0,0.0,23.0,0.0,91.0
JetBlue Airways,2023-06-23,-12.0,1145,"Richmond, VA",0.0,22.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,2023-06-23,74.0,555,"Minneapolis, MN",0.0,0.0,0.0,0.0,0.0,74.0
PSA Airlines Inc.,2023-06-23,60.0,5015,"Daytona Beach, FL",0.0,23.0,0.0,32.0,0.0,5.0
Envoy Air,2023-06-24,-23.0,3799,"Springfield, MO",0.0,0.0,10.0,7.0,0.0,0.0
United Air Lines Inc.,2023-06-24,654.0,469,"San Antonio, TX",0.0,6.0,0.0,0.0,0.0,648.0
SkyWest Airlines Inc.,2023-06-24,-14.0,4033,"Ontario, CA",0.0,23.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-06-24,-5.0,5319,"Pittsburgh, PA",0.0,0.0,0.0,21.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-24,-25.0,5246,"Montrose/Delta, CO",0.0,28.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-24,-29.0,4160,"Bloomington/Normal, IL",0.0,22.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-24,8.0,4950,"Fort Smith, AR",0.0,21.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-24,3.0,4662,"Charlotte, NC",0.0,28.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-25,-12.0,4009,"Portland, OR",0.0,0.0,0.0,0.0,0.0,18.0
SkyWest Airlines Inc.,2023-06-25,-18.0,3745,"Omaha, NE",0.0,19.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-06-25,-8.0,5242,"Shreveport, LA",0.0,71.0,0.0,0.0,0.0,112.0
PSA Airlines Inc.,2023-06-25,-22.0,5439,"Cedar Rapids/Iowa City, IA",0.0,0.0,0.0,0.0,0.0,45.0
Southwest Airlines Co.,2023-06-26,-30.0,3574,"San Jose, CA",0.0,0.0,0.0,0.0,0.0,16.0
American Airlines Inc.,2023-06-26,-20.0,1912,"Norfolk, VA",0.0,0.0,0.0,0.0,0.0,37.0
United Air Lines Inc.,2023-06-26,-3.0,560,"Dallas/Fort Worth, TX",1.0,17.0,0.0,0.0,0.0,29.0
Alaska Airlines Inc.,2023-06-26,75.0,3,"Washington, DC",0.0,75.0,0.0,0.0,0.0,0.0
Spirit Air Lines,2023-06-26,-29.0,2865,"Memphis, TN",1.0,0.0,0.0,18.0,0.0,0.0
United Air Lines Inc.,2023-06-26,56.0,2316,"Des Moines, IA",1.0,0.0,0.0,22.0,0.0,34.0
Republic Airline,2023-06-26,17.0,4782,"Martha's Vineyard, MA",0.0,0.0,0.0,17.0,0.0,0.0
Delta Air Lines Inc.,2023-06-26,-12.0,1360,"Billings, MT",0.0,4.0,0.0,0.0,0.0,104.0
SkyWest Airlines Inc.,2023-06-26,-7.0,5114,"Vernal, UT",0.0,0.0,0.0,312.0,0.0,0.0
Endeavor Air Inc.,2023-06-26,-13.0,5052,"Lansing, MI",0.0,0.0,0.0,0.0,0.0,49.0
Spirit Air Lines,2023-06-26,-13.0,887,"Latrobe, PA",0.0,0.0,0.0,8.0,0.0,59.0
Delta Air Lines Inc.,2023-06-26,-17.0,829,"Anchorage, AK",0.0,21.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-26,119.0,5376,"Peoria, IL",0.0,0.0,0.0,0.0,0.0,119.0
Republic Airline,2023-06-27,-4.0,4543,"Raleigh/Durham, NC",0.0,59.0,0.0,0.0,0.0,64.0
Spirit Air Lines,2023-06-27,-6.0,2523,"San Jose, CA",0.0,0.0,0.0,36.0,0.0,0.0
United Air Lines Inc.,2023-06-27,-13.0,1729,"Tulsa, OK",0.0,0.0,0.0,24.0,0.0,0.0
Republic Airline,2023-06-27,137.0,3420,"Bangor, ME",0.0,122.0,0.0,15.0,0.0,0.0
United Air Lines Inc.,2023-06-27,55.0,2084,"Bend/Redmond, OR",0.0,29.0,0.0,0.0,0.0,26.0
SkyWest Airlines Inc.,2023-06-27,4.0,4013,"Ketchikan, AK",0.0,83.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-06-28,29.0,2830,"San Francisco, CA",0.0,1.0,0.0,0.0,0.0,28.0
Spirit Air Lines,2023-06-28,0.0,1445,"Charleston, SC",0.0,128.0,0.0,14.0,0.0,0.0
Delta Air Lines Inc.,2023-06-28,28.0,2988,"White Plains, NY",0.0,28.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,2023-06-28,-3.0,5176,"Greer, SC",0.0,16.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-28,8.0,3219,"Mosinee, WI",0.0,,,,,
JetBlue Airways,2023-06-29,-21.0,2765,"Hyannis, MA",0.0,5.0,0.0,0.0,0.0,135.0
Alaska Airlines Inc.,2023-06-29,25.0,483,"Baltimore, MD",0.0,18.0,0.0,7.0,0.0,0.0
PSA Airlines Inc.,2023-06-30,61.0,5175,"Louisville, KY",0.0,57.0,0.0,4.0,0.0,0.0
SkyWest Airlines Inc.,2023-06-30,5.0,4238,"Aberdeen, SD",0.0,0.0,135.0,0.0,0.0,0.0
American Airlines Inc.,2023-06-30,0.0,1282,"Anchorage, AK",0.0,19.0,0.0,0.0,0.0,5.0
Delta Air Lines Inc.,2023-06-30,23.0,1587,"Memphis, TN",0.0,18.0,0.0,0.0,0.0,5.0
Allegiant Air,2023-06-30,-9.0,781,"Los Angeles, CA",0.0,12.0,0.0,0.0,0.0,182.0
Delta Air Lines Inc.,2023-06-30,-17.0,2452,"Fargo, ND",0.0,0.0,0.0,58.0,0.0,0.0
Alaska Airlines Inc.,2023-06-30,12.0,169,"Dillingham, AK",0.0,24.0,0.0,22.0,0.0,0.0
Allegiant Air,2023-06-30,-15.0,2392,"Missoula, MT",0.0,0.0,0.0,28.0,0.0,49.0
Envoy Air,2023-06-30,5.0,3429,"Syracuse, NY",0.0,5.0,0.0,5.0,0.0,57.0
Endeavor Air Inc.,2023-06-30,-21.0,5282,"Allentown/Bethlehem/Easton, PA",0.0,0.0,152.0,0.0,0.0,0.0
Republic Airline,2023-06-30,-7.0,3517,"Cedar Rapids/Iowa City, IA",0.0,23.0,0.0,0.0,0.0,2.0
American Airlines Inc.,2023-07-01,3.0,2539,"Fort Lauderdale, FL",0.0,0.0,0.0,0.0,0.0,50.0
Delta Air Lines Inc.,2023-07-01,217.0,372,"Nashville, TN",0.0,217.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-01,88.0,4947,"Memphis, TN",0.0,0.0,88.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-01,56.0,3331,"Bozeman, MT",0.0,0.0,0.0,0.0,0.0,56.0
Delta Air Lines Inc.,2023-07-01,-17.0,1352,"Roanoke, VA",0.0,0.0,13.0,0.0,0.0,3.0
SkyWest Airlines Inc.,2023-07-02,-19.0,3950,"New York, NY",0.0,0.0,109.0,0.0,0.0,0.0
Envoy Air,2023-07-02,39.0,3945,"Chicago, IL",0.0,0.0,39.0,0.0,0.0,0.0
JetBlue Airways,2023-07-02,0.0,188,"Los Angeles, CA",0.0,238.0,0.0,2.0,0.0,0.0
Delta Air Lines Inc.,2023-07-02,0.0,2271,"Cincinnati, OH",0.0,164.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-02,3.0,3920,"Montgomery, AL",0.0,319.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-07-02,-18.0,591,"Columbus, OH",0.0,0.0,0.0,0.0,0.0,19.0
Frontier Airlines Inc.,2023-07-02,-10.0,550,"San Diego, CA",0.0,1.0,0.0,18.0,0.0,43.0
Allegiant Air,2023-07-02,77.0,3218,"Provo, UT",0.0,5.0,0.0,62.0,0.0,10.0
Allegiant Air,2023-07-02,72.0,788,"Kalispell, MT",0.0,0.0,0.0,0.0,0.0,72.0
Allegiant Air,2023-07-02,45.0,92,"Bozeman, MT",0.0,0.0,0.0,6.0,0.0,39.0
JetBlue Airways,2023-07-03,-26.0,431,"Boston, MA",0.0,54.0,0.0,36.0,0.0,0.0
Spirit Air Lines,2023-07-03,38.0,356,"Orlando, FL",0.0,38.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-03,-2.0,5394,"San Francisco, CA",0.0,41.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-07-03,-8.0,727,"Baltimore, MD",0.0,27.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-07-03,-33.0,1724,"Kona, HI",0.0,17.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,2023-07-03,-10.0,73,"Sitka, AK",0.0,0.0,0.0,3.0,0.0,16.0
SkyWest Airlines Inc.,2023-07-03,-22.0,5130,"Riverton/Lander, WY",0.0,0.0,58.0,0.0,0.0,0.0
Allegiant Air,2023-07-03,21.0,162,"Myrtle Beach, SC",0.0,0.0,21.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-07-04,-19.0,1238,"San Antonio, TX",0.0,12.0,0.0,0.0,0.0,30.0
Alaska Airlines Inc.,2023-07-04,12.0,707,"Las Vegas, NV",0.0,0.0,0.0,0.0,0.0,15.0
Hawaiian Airlines Inc.,2023-07-04,-2.0,168,"Honolulu, HI",0.0,34.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-07-04,-13.0,642,"Pittsburgh, PA",0.0,48.0,0.0,0.0,0.0,6.0
SkyWest Airlines Inc.,2023-07-04,-24.0,5279,"State College, PA",0.0,0.0,0.0,0.0,0.0,120.0
United Air Lines Inc.,2023-07-05,-20.0,1112,"Cincinnati, OH",0.0,0.0,0.0,86.0,0.0,22.0
Frontier Airlines Inc.,2023-07-05,-4.0,1207,"Hartford, CT",0.0,10.0,0.0,11.0,0.0,44.0
Envoy Air,2023-07-05,-2.0,3677,"Mobile, AL",0.0,16.0,0.0,23.0,0.0,2.0
Southwest Airlines Co.,2023-07-06,-13.0,2210,"Portland, OR",0.0,11.0,0.0,24.0,0.0,0.0
Frontier Airlines Inc.,2023-07-06,-19.0,1798,"Indianapolis, IN",0.0,0.0,0.0,0.0,0.0,55.0
SkyWest Airlines Inc.,2023-07-06,-12.0,4299,"Twin Falls, ID",0.0,80.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-07-06,-5.0,443,"Sioux Falls, SD",0.0,,,,,
Alaska Airlines Inc.,2023-07-07,48.0,369,"Orlando, FL",0.0,0.0,0.0,42.0,0.0,6.0
SkyWest Airlines Inc.,2023-07-07,49.0,4716,"Hayden, CO",0.0,49.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-07-07,-19.0,2994,"El Paso, TX",0.0,0.0,0.0,0.0,0.0,31.0
Endeavor Air Inc.,2023-07-07,100.0,5106,"Nashville, TN",0.0,0.0,0.0,82.0,0.0,18.0
Envoy Air,2023-07-07,-8.0,3900,"San Angelo, TX",0.0,0.0,0.0,0.0,0.0,15.0
Allegiant Air,2023-07-07,3.0,267,"Chicago, IL",0.0,0.0,0.0,15.0,0.0,0.0
Alaska Airlines Inc.,2023-07-08,-27.0,69,"Ketchikan, AK",0.0,22.0,0.0,3.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-08,-3.0,3682,"Eugene, OR",0.0,15.0,0.0,0.0,0.0,0.0
Envoy Air,2023-07-08,-19.0,3512,"Chattanooga, TN",0.0,0.0,0.0,52.0,0.0,0.0
United Air Lines Inc.,2023-07-08,242.0,500,"Indianapolis, IN",0.0,190.0,0.0,0.0,0.0,52.0
PSA Airlines Inc.,2023-07-08,24.0,5437,"Syracuse, NY",0.0,0.0,0.0,4.0,0.0,20.0
Endeavor Air Inc.,2023-07-08,-22.0,4906,"Monroe, LA",0.0,0.0,0.0,0.0,0.0,84.0
Endeavor Air Inc.,2023-07-08,-9.0,4938,"Grand Rapids, MI",0.0,0.0,0.0,0.0,0.0,64.0
American Airlines Inc.,2023-07-08,18.0,846,"Burlington, VT",0.0,2.0,0.0,14.0,0.0,2.0
Alaska Airlines Inc.,2023-07-08,-7.0,50,"Barrow, AK",1.0,0.0,0.0,6.0,18.0,0.0
Envoy Air,2023-07-08,61.0,3568,"Sarasota/Bradenton, FL",0.0,14.0,0.0,0.0,0.0,47.0
Republic Airline,2023-07-09,-27.0,3609,"Pittsburgh, PA",1.0,0.0,0.0,43.0,0.0,0.0
Allegiant Air,2023-07-09,32.0,1497,"Washington, DC",0.0,0.0,0.0,4.0,0.0,28.0
SkyWest Airlines Inc.,2023-07-09,62.0,4655,"Arcata/Eureka, CA",0.0,0.0,0.0,0.0,0.0,62.0
Envoy Air,2023-07-09,-13.0,3906,"Knoxville, TN",0.0,0.0,13.0,20.0,0.0,149.0
Envoy Air,2023-07-09,14.0,3895,"Oklahoma City, OK",0.0,0.0,116.0,19.0,0.0,0.0
United Air Lines Inc.,2023-07-09,1.0,2271,"Anchorage, AK",0.0,10.0,0.0,0.0,0.0,122.0
SkyWest Airlines Inc.,2023-07-09,-15.0,3839,"Grand Forks, ND",0.0,0.0,130.0,0.0,0.0,0.0
Envoy Air,2023-07-09,-14.0,3883,"Wilmington, NC",1.0,0.0,0.0,42.0,0.0,3.0
Envoy Air,2023-07-09,-15.0,3628,"Tucson, AZ",0.0,36.0,0.0,6.0,0.0,37.0
Endeavor Air Inc.,2023-07-10,-10.0,5295,"Binghamton, NY",0.0,46.0,0.0,26.0,0.0,0.0
United Air Lines Inc.,2023-07-10,-9.0,2379,"Seattle, WA",0.0,10.0,0.0,0.0,0.0,59.0
American Airlines Inc.,2023-07-10,-6.0,2288,"Orlando, FL",0.0,0.0,55.0,41.0,0.0,18.0
Southwest Airlines Co.,2023-07-10,-10.0,1529,"Lubbock, TX",0.0,6.0,0.0,10.0,0.0,0.0
Allegiant Air,2023-07-10,-25.0,1362,"Sarasota/Bradenton, FL",0.0,0.0,0.0,57.0,0.0,0.0
Delta Air Lines Inc.,2023-07-10,-15.0,2470,"Tulsa, OK",0.0,39.0,0.0,0.0,0.0,46.0
Spirit Air Lines,2023-07-10,45.0,3050,"Norfolk, VA",0.0,0.0,1.0,44.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-10,-19.0,4650,"Lincoln, NE",0.0,115.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,2023-07-11,-17.0,2839,"Tampa, FL",0.0,73.0,0.0,0.0,0.0,35.0
SkyWest Airlines Inc.,2023-07-11,-8.0,4067,"Oakland, CA",0.0,21.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-07-11,-22.0,5460,"Lansing, MI",0.0,59.0,0.0,3.0,0.0,0.0
PSA Airlines Inc.,2023-07-11,-23.0,5433,"Albany, NY",0.0,1.0,0.0,36.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-11,82.0,5652,"Indianapolis, IN",0.0,0.0,0.0,0.0,0.0,82.0
Hawaiian Airlines Inc.,2023-07-11,0.0,35,"Phoenix, AZ",0.0,31.0,0.0,6.0,0.0,0.0
Envoy Air,2023-07-11,-25.0,3436,"Valparaiso, FL",0.0,68.0,0.0,2.0,0.0,2.0
Southwest Airlines Co.,2023-07-11,24.0,349,"Montrose/Delta, CO",0.0,7.0,0.0,0.0,0.0,17.0
United Air Lines Inc.,2023-07-11,0.0,2260,"Grand Junction, CO",0.0,42.0,0.0,9.0,0.0,0.0
Envoy Air,2023-07-11,-18.0,3898,"Portland, OR",0.0,,,,,
Frontier Airlines Inc.,2023-07-12,-23.0,664,"San Francisco, CA",0.0,47.0,0.0,2.0,0.0,0.0
American Airlines Inc.,2023-07-12,-8.0,2472,"Seattle, WA",0.0,0.0,0.0,42.0,0.0,9.0
SkyWest Airlines Inc.,2023-07-12,10.0,5048,"Laramie, WY",0.0,53.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-07-12,-20.0,1063,"Portland, ME",0.0,0.0,25.0,2.0,0.0,0.0
Endeavor Air Inc.,2023-07-12,5.0,5489,"Little Rock, AR",0.0,0.0,0.0,17.0,0.0,0.0
Republic Airline,2023-07-12,5.0,4487,"Dayton, OH",0.0,0.0,0.0,0.0,0.0,32.0
Southwest Airlines Co.,2023-07-13,6.0,3360,"Tucson, AZ",0.0,0.0,7.0,23.0,0.0,0.0
Endeavor Air Inc.,2023-07-13,-23.0,4901,"Charlotte, NC",1.0,0.0,0.0,48.0,0.0,9.0
Hawaiian Airlines Inc.,2023-07-13,20.0,89,"Boston, MA",0.0,20.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-07-14,59.0,428,"New York, NY",0.0,0.0,0.0,59.0,0.0,0.0
Delta Air Lines Inc.,2023-07-14,-32.0,566,"Sacramento, CA",0.0,132.0,0.0,60.0,0.0,0.0
Southwest Airlines Co.,2023-07-14,-10.0,290,"Detroit, MI",0.0,133.0,0.0,0.0,0.0,0.0
American Airlines Inc.,2023-07-14,46.0,2911,"Cincinnati, OH",0.0,4.0,0.0,0.0,0.0,42.0
Southwest Airlines Co.,2023-07-14,95.0,2266,"West Palm Beach/Palm Beach, FL",0.0,0.0,0.0,30.0,0.0,65.0
Delta Air Lines Inc.,2023-07-14,-11.0,2220,"Pensacola, FL",0.0,0.0,0.0,9.0,0.0,13.0
PSA Airlines Inc.,2023-07-14,-33.0,5313,"Bangor, ME",1.0,0.0,0.0,31.0,0.0,0.0
Allegiant Air,2023-07-14,22.0,446,"Des Moines, IA",0.0,6.0,0.0,2.0,0.0,14.0
Endeavor Air Inc.,2023-07-14,-19.0,5094,"Moline, IL",0.0,1.0,0.0,0.0,0.0,23.0
PSA Airlines Inc.,2023-07-14,-27.0,5466,"Springfield, MO",0.0,0.0,0.0,0.0,0.0,78.0
Envoy Air,2023-07-14,-4.0,3449,"Columbia, SC",0.0,,,,,
Delta Air Lines Inc.,2023-07-15,-11.0,720,"Portland, OR",0.0,0.0,0.0,10.0,0.0,13.0
Delta Air Lines Inc.,2023-07-15,-18.0,1157,"Key West, FL",0.0,0.0,0.0,56.0,0.0,6.0
Southwest Airlines Co.,2023-07-15,2.0,2338,"Eugene, OR",0.0,0.0,0.0,16.0,0.0,0.0
Southwest Airlines Co.,2023-07-16,-11.0,5422,"San Francisco, CA",0.0,18.0,0.0,10.0,0.0,10.0
Frontier Airlines Inc.,2023-07-16,235.0,1119,"Harrisburg, PA",0.0,62.0,0.0,0.0,0.0,173.0
Delta Air Lines Inc.,2023-07-16,-13.0,2008,"Appleton, WI",0.0,,,,,
Endeavor Air Inc.,2023-07-16,-11.0,5304,"Baltimore, MD",1.0,0.0,0.0,0.0,0.0,306.0
Envoy Air,2023-07-16,102.0,3456,"Panama City, FL",0.0,0.0,0.0,0.0,0.0,102.0
Delta Air Lines Inc.,2023-07-16,-28.0,2966,"Chattanooga, TN",0.0,0.0,0.0,13.0,0.0,142.0
American Airlines Inc.,2023-07-16,30.0,2828,"Bangor, ME",1.0,9.0,0.0,21.0,0.0,0.0
Southwest Airlines Co.,2023-07-16,35.0,3272,"Portland, ME",0.0,12.0,0.0,5.0,0.0,18.0
Republic Airline,2023-07-16,-11.0,3606,"Madison, WI",1.0,20.0,0.0,0.0,0.0,0.0
Envoy Air,2023-07-17,-12.0,3517,"Jacksonville, FL",0.0,0.0,0.0,4.0,0.0,135.0
Alaska Airlines Inc.,2023-07-17,-2.0,325,"Chicago, IL",0.0,0.0,0.0,49.0,0.0,0.0
SkyWest Airlines Inc.,2023-07-17,-14.0,5286,"Corpus Christi, TX",0.0,98.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-07-17,-14.0,1265,"Richmond, VA",0.0,0.0,0.0,26.0,0.0,90.0
Delta Air Lines Inc.,2023-07-17,-18.0,874,"Boise, ID",0.0,0.0,0.0,0.0,0.0,37.0
Endeavor Air Inc.,2023-07-17,-23.0,5147,"Burlington, VT",0.0,0.0,73.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-07-17,-4.0,719,"Fayetteville, AR",0.0,0.0,0.0,0.0,0.0,33.0
SkyWest Airlines Inc.,2023-07-18,-13.0,3304,"Boise, ID",0.0,31.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,2023-07-18,8.0,427,"Raleigh/Durham, NC",0.0,0.0,0.0,0.0,0.0,32.0
Envoy Air,2023-07-18,-8.0,3721,"Raleigh/Durham, NC",0.0,14.0,0.0,19.0,0.0,0.0
Frontier Airlines Inc.,2023-07-18,26.0,491,"Fargo, ND",0.0,3.0,0.0,0.0,0.0,23.0
SkyWest Airlines Inc.,2023-07-18,-13.0,4774,"Casper, WY",0.0,0.0,0.0,0.0,0.0,106.0
Delta Air Lines Inc.,2023-07-18,35.0,1388,"Asheville, NC",0.0,0.0,0.0,0.0,0.0,35.0
Alaska Airlines Inc.,2023-07-18,67.0,326,"Tampa, FL",0.0,0.0,0.0,16.0,0.0,51.0
American Airlines Inc.,2023-07-18,-15.0,1735,"Kalispell, MT",0.0,0.0,0.0,22.0,0.0,0.0
Republic Airline,2023-07-18,-17.0,4354,"Tulsa, OK",0.0,0.0,0.0,51.0,0.0,0.0
PSA Airlines Inc.,2023-07-18,-35.0,5251,"Greer, SC",0.0,1.0,0.0,0.0,0.0,99.0
United Air Lines Inc.,2023-07-18,-25.0,398,"Fairbanks, AK",0.0,8.0,0.0,6.0,0.0,92.0
Endeavor Air Inc.,2023-07-18,28.0,5195,"Mobile, AL",0.0,0.0,0.0,0.0,0.0,28.0
Frontier Airlines Inc.,2023-07-18,108.0,4893,"Charlotte Amalie, VI",0.0,10.0,0.0,6.0,0.0,92.0
Endeavor Air Inc.,2023-07-19,-14.0,5025,"St. Louis, MO",0.0,0.0,0.0,123.0,0.0,0.0
United Air Lines Inc.,2023-07-19,-34.0,1593,"Sacramento, CA",0.0,0.0,0.0,0.0,0.0,26.0
Envoy Air,2023-07-19,-15.0,3358,"Montgomery, AL",0.0,0.0,0.0,15.0,0.0,0.0
JetBlue Airways,2023-07-19,-1.0,1339,"Martha's Vineyard, MA",0.0,0.0,0.0,0.0,0.0,99.0
United Air Lines Inc.,2023-07-19,-14.0,1758,"Philadelphia, PA",0.0,7.0,0.0,0.0,0.0,121.0
PSA Airlines Inc.,2023-07-19,-3.0,5525,"Pensacola, FL",0.0,0.0,15.0,40.0,0.0,14.0
Southwest Airlines Co.,2023-07-20,-12.0,1293,"San Diego, CA",0.0,0.0,0.0,0.0,0.0,25.0
Southwest Airlines Co.,2023-07-20,-8.0,2417,"Raleigh/Durham, NC",0.0,11.0,0.0,0.0,0.0,8.0
Delta Air Lines Inc.,2023-07-20,192.0,2210,"Panama City, FL",0.0,0.0,170.0,22.0,0.0,0.0
Frontier Airlines Inc.,2023-07-20,21.0,1095,"Islip, NY",0.0,0.0,0.0,0.0,0.0,21.0
Delta Air Lines Inc.,2023-07-20,-13.0,1953,"Gulfport/Biloxi, MS",0.0,52.0,0.0,10.0,0.0,6.0
Endeavor Air Inc.,2023-07-20,139.0,5143,"Chattanooga, TN",0.0,0.0,121.0,0.0,0.0,18.0
Alaska Airlines Inc.,2023-07-20,-3.0,126,"King Salmon, AK",0.0,0.0,0.0,18.0,13.0,14.0
Frontier Airlines Inc.,2023-07-20,-13.0,883,"Trenton, NJ",0.0,0.0,0.0,0.0,0.0,37.0
PSA Airlines Inc.,2023-07-20,3.0,5413,"Cleveland, OH",0.0,0.0,0.0,0.0,0.0,44.0
SkyWest Airlines Inc.,2023-07-20,-29.0,3022,"Baton Rouge, LA",0.0,0.0,1055.0,0.0,0.0,0.0
PSA Airlines Inc.,2023-07-21,-4.0,5499,"Baton Rouge, LA",0.0,128.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,2023-07-21,-14.0,2962,"Phoenix, AZ",0.0,9.0,0.0,0.0,0.0,35.0
Spirit Air Lines,2023-07-21,60.0,1527,"New Orleans, LA",0.0,0.0,0.0,0.0,0.0,60.0
SkyWest Airlines Inc.,2023-07-21,8.0,5159,"Rock Springs, WY",0.0,0.0,119.0,0.0,0.0,0.0
Delta Air Lines Inc.,2023-07-21,-3.0,323,"Ontario, CA",0.0,0.0,0.0,0.0,0.0,134.0
Southwest Airlines Co.,2023-07-21,-15.0,2265,"Islip, NY",0.0,0.0,0.0,0.0,0.0,173.0
American Airlines Inc.,2023-07-21,-11.0,2523,"Bozeman, MT",0.0,43.0,0.0,46.0,0.0,0.0
Endeavor Air Inc.,2023-07-21,128.0,5409,"Memphis, TN",0.0,0.0,128.0,0.0,0.0,0.0
Allegiant Air,2023-07-21,-15.0,2925,"Mission/McAllen/Edinburg, TX",0.0,3.0,0.0,0.0,0.0,32.0
Envoy Air,2023-07-21,10.0,3839,"Bismarck/Mandan, ND",0.0,0.0,0.0,83.0,0.0,0.0
Alaska Airlines Inc.,2023-07-22,7.0,234,"Fairbanks, AK",0.0,13.0,0.0,10.0,0.0,0.0
American Airlines Inc.,2023-07-22,-9.0,2980,"Memphis, TN",0.0,3.0,0.0,0.0,0.0,62.0
SkyWest Airlines Inc.,2023-07-22,1.0,5216,"Dayton, OH",0.0,0.0,0.0,0.0,0.0,35.0
JetBlue Airways,2023-07-22,94.0,250,"Savannah, GA",0.0,8.0,0.0,0.0,0.0,86.0
PSA Airlines Inc.,2023-07-22,-22.0,5464,"Little Rock, AR",0.0,0.0,0.0,19.0,0.0,0.0
Envoy Air,2023-07-22,-23.0,3457,"Fort Wayne, IN",0.0,1.0,0.0,0.0,0.0,38.0
Frontier Airlines Inc.,2023-07-22,-22.0,571,"Minneapolis, MN",0.0,0.0,0.0,74.0,0.0,0.0
PSA Airlines Inc.,2023-07-22,-28.0,5017,"Charlottesville, VA",0.0,,,,,
Envoy Air,2023-07-22,-11.0,3530,"Martha's Vineyard, MA",0.0,,,,,
United Air Lines Inc.,2023-07-23,-2.0,1182,"Austin, TX",0.0,0.0,0.0,130.0,0.0,0.0
Alaska Airlines Inc.,2023-07-23,-29.0,25,"New York, NY",0.0,0.0,0.0,31.0,0.0,30.0
SkyWest Airlines Inc.,2023-07-23,26.0,3005,"Santa Fe, NM",0.0,26.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,2023-07-23,18.0,2254,"Portland, OR",0.0,3.0,0.0,0.0,0.0,15.0
Envoy Air,2023-07-23,-5.0,3577,"Key West, FL",0.0,19.0,0.0,0.0,0.0,18.0
Southwest Airlines Co.,2023-07-23,60.0,3012,"Norfolk, VA",0.0,8.0,0.0,0.0,0.0,52.0
